PID,비표_ID,C_Q1,C_Q1_1,C_Q1_2,C_Q2,C_Q3_1,C_Q3_2,C_Q3_3,C_Q3_4,C_Q3_5,C_Q3_6,C_Q4_1,C_Q4_2,C_Q4_3,C_Q4_4,C_Q4_5,C_Q4_6,C_Q4_7,C_Q4_8,C_Q5,C_Q6_1,C_Q6_2,C_Q6_3,C_Q6_4,C_Q6_5,C_Q6_6,C_Q6_7,C_Q6_8,C_Q6_9,C_Q6_10,C_Q7_1,C_Q7_2,C_Q8,C_Q9,C_Q10,C_Q11,C_Q12,C_Q13,C_Q14,C_Q15,C_DQ1,C_DQ2,C_DQ3,C_DQ4,C_DQ5,C_DQ6,D_Q1,D_Q1_1,D_Q1_2,D_Q2,D_Q3_1,D_Q3_2,D_Q3_3,D_Q3_4,D_Q3_5,D_Q3_6,D_Q4_1,D_Q4_2,D_Q4_3,D_Q4_4,D_Q4_5,D_Q4_6,D_Q4_7,D_Q4_8,D_Q5_1,D_Q5_2,D_Q5_3,D_Q5_4,D_Q5_5,D_Q5_6,D_Q5_7,D_Q5_8,D_Q5_9,D_Q5_10,D_Q6_1,D_Q6_2,D_Q7,D_Q8,D_Q9_M1,D_Q9_M2,D_Q9_1,D_Q10_M1,D_Q10_M2,D_Q10_1,D_Q11,D_Q12,D_Q13,D_Q14,D_Q15,D_Q16,D_Q17,D_Q18,D_Q19_1,D_Q19_2,D_Q19_3,D_Q19_4,D_Q19_5,D_Q19_6,D_Q19_7,D_Q19_8,D_Q20_1,D_Q20_2,D_Q20_3,D_Q20_4,D_Q20_5,D_Q20_6,D_Q20_7,D_Q20_8,D_Q20_9,D_Q20_10,D_Q20_11,D_Q20_12,D_Q20_13,D_Q20_14,D_Q21_1,D_Q21_2,D_Q21_3,D_Q21_4,D_Q21_5,D_Q22_1,D_Q22_2,D_Q22_3,D_Q22_4,D_Q22_5,D_Q22_6,D_Q23,D_Q23_1,WT4
2102002,7,2,,4.0,2,1,1,1,2,1,1,2,1,1,2,3,2,1,3,1,5,3,5,3,2,2,5,2,3,2,5,2,3,1,2,1,4,3,3,3,3,4,1,5,5,2,1,4.0,,1,1,1,1,1,2,1,1,3,4,3,5,5,2,2,1,4,1,5,1,6,2,5,4,3,2,4,1,2,2,1.0,"원전을 멈추게 되고 재생에너지 사업을 활성하는동안 산업전기를 조금 줄이는 방안을 모색하여 전력난이 나지 않게 방안을 마련해주시고, 가스발전소 역시 환경을 위해서는 더 늘려가는것은 반대이기에 다른 방안을 대처할수 있게 좀더 노력해주셨으면 좋겠습니다",9,,,3,1,2,2,4,3,4,3,6,1,5,1,1,2,2,2,1,1,1,1,3,2,2,3,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,2박3일이라는 어찌보면 길기도  하고 짧기도 했던 시간동안 토론 시간및 발표시간을 잘 배분하여 의견을 선택하는데  있어 체력적으로 우선 힘들지 않게 편안한 여건을 잘 마련해 주신것 같고 첫공론화 위원회가 출범됨 만큼 조금은 미흡해 보일수도 있겠지만 그만큼 많은 신경과 많은  노력 공정화가 이루어지기 위해 많은 고민을 하셨던게 몸소 프로그램을 통해 느낄 수가 있어 좋은 시간이었습니다 비록 제가 선택한 의견이 안되더라도 발표된 사실에  신뢰를 하며 존중하겠습니다 많은 분들도 고생하셨습니다,2.21
2102004,124,1,4.0,,1,1,3,2,4,3,2,2,2,2,1,4,2,2,2,3,2,5,2,5,3,4,3,4,4,3,2,3,2,1,9,4,4,2,2,3,3,3,3,2,6,5,1,4.0,,1,2,3,1,2,4,2,3,3,4,2,4,5,2,3,3,5,2,4,2,3,3,3,3,4,2,4,1,2,1,2.0,태양광이나 신재생에너지에 대한 기술을 수용하고 발전시키도록 노력한다,3,4.0,"인근 지역 사람들에 대한 지속적인 건강검진과 최악의 상황에 발생했을때 (ex.사고) 대피방법, 비상해결책 등을 제시하여야 한다",3,1,2,4,4,1,3,2,2,3,3,3,3,2,4,3,3,2,2,1,3,2,2,4,3,2,2,3,5,2,2,2,2,2,2,2,2,2,1,2,1,2,"정권이 바뀌고 처음으로 하는 공론화 과정이라 어설프고 서툴줄 알았는데 시간엄수와 철저한 관리로 정각에 마치는 과정이 좋았다. 하지만 좀 빡빡한 시간압박이 아쉬웠으며, 토론이라하여 전문가들끼리도 질의응답시간이 있었는데 그문제에 대해 2분, 1분이라는 시간밖에 듣지못한 점이  너무 아쉬웠다. 그래도 10분정도는 한문장에 대해 좀더 이야기해줬으면...",1.09
2102011,467,3,,,1,2,2,3,3,3,3,4,2,3,3,5,2,2,3,3,3,3,2,3,3,3,3,3,4,3,2,2,2,3,2,5,2,3,3,3,3,6,3,7,6,5,1,1.0,,1,1,2,2,3,3,2,3,2,4,5,3,5,2,2,2,4,3,3,2,3,3,3,4,2,3,4,1,2,4,1.0,기업에서도 전기를 절약하기  위한 대책 마련이 되었으면 좋겠습니다,2,1.0,,3,1,2,2,2,3,4,3,4,3,3,3,4,2,2,2,3,3,1,1,3,3,3,6,1,2,2,1,4,1,3,2,2,2,2,2,1,1,1,2,1,2,"재개측 전문가에서 한수원이라는 직접적 이익이 연관된 분이 나오셔서 좀 아쉬웠지만 제 또래 친구들은 관심도 가지지 못했을 원전이라는 주제에 대해 시민참여단으로 참여하면서 저한테는 다양한 의견과 관련 내용들에 대한 지식을 많이 얻게 되서 너무 값진 경험이였고 제 주변 가족, 친구들에게도 이와 관련된 사건에 대해 관심을 가지게 한 계기가 되서 좋았습니다. 위에서 아래로 내리는 결정이 아닌 시민이 참여하는 결정이 포함되서 어떤 결과가  나오더라도 충분히 이해할수 있을거 같습니다",1.09
2103006,486,2,,5.0,1,2,2,3,3,3,1,3,3,4,4,3,1,2,2,1,3,3,4,4,5,2,6,4,2,5,5,2,3,1,2,2,4,3,2,3,3,7,3,3,6,1,2,,5.0,2,2,1,2,2,4,2,2,2,4,4,5,5,3,2,5,2,4,3,7,3,4,3,4,1,6,1,2,2,3,2.0,"석탄, LNG 발전 이외의 전력수급 방법에 대하여 구체적인 해결방안을 제시해야 한다",4,3.0,"재생에너지 비중을 늘리면서  석탄, LNG 발전을 줄여나갈 방안을 모색하여야 한다",3,4,2,2,4,3,4,3,3,6,4,2,1,3,2,3,3,2,1,2,2,5,4,4,2,2,3,4,4,2,1,2,2,3,3,1,1,2,1,3,1,2,전체적인 과정에 대해서는 매우 만족하지만 양측에서 제시한 자료와 의견이 맞지 않아 시민참여단에게 혼란을 준것. (서로 상대방의 자료가 맞지 않다고 한 부분) 다음에는 위원회에 양측전문가들이 각 자료를 검토하고 합의하여 자료가 틀렸다는 부분이 없었으면 좋겠습니다. -위원회전문가: 토론에 참여하지 않으나 자료의 신빙성 여부에 판단을 내려 합의를 할수 있는 사람(자료에 대한 검증),1.19
2103007,51,1,4.0,,1,1,2,2,3,3,2,3,2,1,4,4,2,1,4,1,3,4,2,5,1,5,1,5,4,3,2,4,3,1,2,2,4,1,4,3,3,8,4,5,6,3,4,,,1,1,2,2,2,4,2,2,2,3,4,4,5,2,2,1,1,3,5,4,4,3,4,4,2,3,3,2,1,2,3.0,1.남은 원전의 안전우려를  불식하기 위해서라도 원전지역의 자치단체장을 원자력안전위원회 위원으로 반드시  참여토록 하는 제도를 법제화해야 함  2.원전의 안전우려해소를 위해 원자력안전위원회와 한수원 본사의(를) 반드시 원전이 있는 지역(원전근처)으로 이전해야 함,1,4.0,1.원전지역의 대표자들(자치단체장)이 반드시 원자력안전위원회위원으로 참여시키는 법제화 필요(안전보장위해서)  2.한수원과 원자력안전위원회의 원전지역으로 이전(완전한)하여 국민(원전지역)의  안전우려를 해소해주어야 함,3,1,2,2,4,3,4,3,4,6,6,1,1,1,1,1,1,1,1,1,1,4,4,6,2,2,2,2,3,1,3,1,2,1,1,1,1,1,1,1,1,2,"1.공론화과정을 통해 나와 다른 결정이 내려지더라도 이를 수용하고 나의 주변에게 왜 이런 결정이 내려질수밖에 없는지 충분히 설명할수 있는 자세가 갖추어졌다  2.매우만족이라고 할수없는 이유는 숙의와 경청기간이 아직도 좀 부족한 감이 있고, 의견을 주고 받을수 있는 기회와 시간이 짧았기 때문이다  3.공론화 결과가 '권고'사항이지만 이를 받아들여질지에 대한  확신이 아직 없기 때문이다",0.98
2103008,161,1,4.0,,1,1,2,2,2,5,2,2,2,2,3,3,2,2,3,2,4,3,3,5,3,5,3,5,2,5,2,9,3,1,2,2,4,1,4,2,3,5,3,5,3,5,1,4.0,,1,2,2,2,2,4,2,3,4,4,4,4,4,4,4,4,4,3,4,2,4,3,5,2,4,3,4,1,2,1,2.0,"건설중단 후 미래 필요한 에너지 안정적 확보 방법이 필요하며, 이에 필요한 정책방향이 모색되어야 한다 생각합니다",3,4.0,건설재개 후 원전의 확대가 아닌 대체에너지분야에 지원이 필요할것으로 생각합니다. 건설 후 청렴하고 개방된 운영바랍니다,3,1,2,2,4,3,4,2,4,3,3,3,3,2,3,3,2,2,1,1,2,3,3,4,4,4,3,4,4,3,3,2,2,2,2,1,2,2,2,2,2,2,시민참여단을 통한 공론화과정이 처음이라 알고 있습니다. 앞으로도 이런 정책관련 사항을 국민과 소통하는 방향이 민주적이라 생각합니다,0.98
2103015,418,3,,,3,1,3,1,4,1,1,2,3,1,4,2,1,1,3,1,4,6,5,2,4,4,5,2,5,2,3,2,3,4,2,2,4,3,4,3,3,4,4,2,3,5,2,,1.0,1,1,3,1,4,4,5,5,4,6,3,6,4,2,2,2,5,5,5,7,4,5,1,7,3,3,2,2,1,3,2.0,"원전기술의 미래를 위해서 해야 할 대비를 해야 함(기술개발,안전 등)",1,3.0,원전안전성의 보강과 원전근무자의 전문성 그리고 비리 및 합리적 운영,3,1,2,4,4,3,4,2,5,7,3,5,1,1,3,1,1,2,1,1,1,4,1,2,1,2,1,5,4,1,2,1,1,1,1,1,1,1,1,3,1,1,심도있는 대화를 하고 그 과정이 합리적임 인원과 지역을 통합된 의견을 수렴할 수 있음,1.19
2104001,433,2,,2.0,1,1,2,1,1,2,1,2,2,1,2,5,2,1,3,1,5,1,3,2,6,2,5,2,6,1,3,1,3,1,2,5,4,3,4,3,3,8,2,5,8,1,2,,1.0,3,1,1,1,1,2,2,3,1,2,5,4,4,5,1,6,1,7,3,6,2,4,2,7,1,6,1,2,2,3,2.0,세계적 추세가 탈원전이라는  중단측 의견에도 불구하고 현재 국내나  국외에는 원전 사업을 지속하고 있다. 수출가능한 사업이므로 그 기반을 잃지 않는것이 중요하다고 생각됨,3,1.0,,3,1,2,1,4,3,4,3,5,6,3,1,2,2,2,1,2,2,1,1,1,2,1,4,1,1,3,3,4,2,1,2,3,1,2,1,1,1,3,2,1,2,3일간 전문가들의 입장을 발표하는데 계속 같은 내용을 반복하였습니다.  그런데 같은 자료로 다르게 해석하거나 일부만 발췌하여서 더 혼란을 가중하였다고 생각합니다. 오히려 양측 전문가들이 서로  토론(질의 응답)을 하는 부분이 더 이해하기 쉽고 도움이 되었습니다. 비전문가들이  자료집과 강의(e-learninn)를 들으며 오롯히 다 믿게 되는데 상대방 전문가는 다른 의견을 가지고 있다는 것을 e-learning의 페이지에서 첨부했으면 더 좋았을거란 생각을 합니다,1.29
2104017,59,1,3.0,,2,1,2,1,1,3,1,1,4,2,1,2,3,3,1,1,1,7,1,6,1,5,2,5,1,7,1,4,3,4,2,2,4,3,2,3,3,5,3,5,4,5,1,3.0,,1,1,3,3,1,3,1,1,4,7,2,5,5,6,2,1,5,2,6,1,7,1,4,1,7,1,6,1,2,1,3.0,건설 중단시 해지되는 계약(선계약)들에 대한 빠르고 명확한 대책 방안,2,4.0,"확실하고 정확한 원전 운영 공개, 원전 주변 주민들에 대한 전폭적인 지원 방안(암검진, 건강검진, 의료비 지원 및 장학금)에 대한 공개",3,1,2,5,4,3,4,3,5,4,2,3,3,2,2,1,3,3,1,1,2,3,3,4,2,1,2,1,6,1,1,1,2,1,1,1,1,1,3,1,1,2,정부가 독단적인 의견수립이 아 닌 사회적 의견을 수립하는 노력의 계기가 되며 앞으로 국민의 정서에 반하는 의견수 립과정의 하나로 자리잡는 일이다. 하지만 제시되는 자료의 불신은 아직 미흡하기 때 문이라고 생각한다. 공정하고 다양한 의견을 공유하고 느낄 수 있는 자리였다.,0.86
2105022,347,3,,,1,1,2,2,2,3,1,2,3,2,3,4,3,1,3,2,3,3,5,4,2,3,4,3,3,3,2,2,3,1,2,1,4,1,2,3,2,4,3,8,4,5,2,,2.0,1,1,1,1,2,2,2,4,2,3,3,3,4,2,2,2,3,4,2,5,3,4,2,3,2,4,2,2,2,3,1.0,원전기술을 유지 발전을 위한 방안도 모색해야 된다고 생각됩니다,1,3.0,신재생 에너지의 투자비용도 추가로 마련해야 한다고 생각됩니다 (비율증가),3,1,2,1,4,3,4,3,5,5,3,2,3,3,3,3,3,2,2,1,2,3,2,3,2,2,3,4,3,2,3,2,2,2,1,1,2,2,2,2,2,2,서로 다른 지역과 나이 성별 직업등 다양한 사람들과 진심으로 고민하고 대화하며 서로에 대한 배려도 있었다 또한 국민의 한사람으로써의 책임의식도 있었다,0.94
2105026,103,1,2.0,,1,1,2,2,2,2,1,3,2,1,1,2,1,1,1,2,1,6,1,7,1,7,1,7,1,7,1,7,3,1,2,2,2,3,4,3,3,7,2,2,7,3,1,2.0,,1,1,3,4,4,4,1,4,7,7,1,3,3,1,6,1,7,1,7,1,7,1,7,1,7,1,6,1,1,1,4.0,"건설에 참여한 업체와 설비,  노동자들의 피해를 적정한 수준으로 보상해야 하며, 원전발전 이외의 재생에너지에 대한 국민 공감대를 더욱 활성화 해야 한다",9,,,3,1,2,2,4,3,4,3,3,6,6,1,1,1,1,1,2,2,1,1,1,2,1,3,1,1,3,2,2,1,1,1,3,2,2,1,1,2,1,1,1,1,"다양한 나이, 생각의 사람들의  정치적 사상적 편견없이 공론화 시민참여단을 꾸린것 같다. 나 자신을 돌이켜보며  더욱 숙의하고 경청하는 자세를 가져야 함을 느낀다.  일반 시민으로서 사회참여를 마지막으로 할것 같아 감회가 새롭다",1.15
2106001,168,1,4.0,,1,1,1,2,2,2,1,1,1,1,2,5,1,1,2,1,2,7,2,7,2,7,4,5,1,7,1,4,3,1,2,1,2,1,4,3,3,8,2,6,8,2,1,4.0,,1,1,2,2,1,2,1,3,3,7,2,4,4,4,2,1,7,2,7,1,7,2,6,1,7,1,6,1,2,1,4.0,건설을 중단한다면 종사자 및 인근지역주민의 피해가 없도록 보상지원을 끝까지 책임져야 한다,1,4.0,신고리 5.6호기를 건설한다면 기존의 노후화된 원자력발전소를 폐쇄해야 한다,3,1,2,2,2,1,4,3,5,7,1,2,2,2,2,2,6,6,1,1,1,3,2,2,2,1,2,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,"숙의민주주의를 몸소 실천함으로써 민주주의 발전에 조그마한 역할을 했다는 자부심이 생겼고 앞으로도 국가정책을 마련할때 공론화 과정을 통해서 결정한다면 비리도 없고 투명한 세상이 될거라 생각합니다. 국민들의 목소리를 낼수 있는 공론화 과정, 적극 응원합니다",0.74
2106008,329,2,,5.0,2,1,1,2,2,2,1,1,1,2,2,5,3,1,2,2,4,4,4,4,2,4,5,2,4,4,4,3,3,1,4,2,4,1,2,3,2,5,3,6,6,5,2,,3.0,2,1,2,2,1,2,1,4,4,4,4,5,5,4,4,5,4,6,2,3,2,4,4,4,3,4,2,2,2,1,4.0,재생에너지의 다양성과 편리성,1,4.0,국민의 안전적인 경제를 위해서 힘써야 한다.,3,1,4,1,4,3,4,3,5,3,6,3,4,2,2,2,4,4,3,2,4,3,3,2,2,3,2,2,4,4,5,2,1,1,1,1,2,2,2,2,3,2,다양한 계층의 참여자들을  통해서 또 다른 알지못했던 경험과 각 분야의 전문가들을 통한 지식을 습득할 기회를 가져서 좋은 기회가 되었다,0.74
2106012,469,1,1.0,,1,1,3,3,2,3,1,2,2,1,3,5,3,3,3,3,1,6,1,6,1,7,1,7,1,7,1,6,3,1,2,1,4,3,4,3,3,6,3,5,7,5,1,2.0,,1,1,2,7,1,3,1,2,7,7,1,2,2,7,1,1,7,1,7,1,3,1,7,1,7,1,7,1,2,1,2.0,원전 해체기술에 대한 연구에 집중하여야 한다,1,3.0,원전관련 정보를 국민에게  정확히 알리고 국민들의 이해를 구해야 한다. 한수원에 대한 관리감독을 철저히 해야한다.,3,1,2,1,4,3,4,3,5,6,6,1,2,2,2,2,7,6,2,3,2,2,1,2,1,1,2,2,1,1,2,5,5,5,5,1,1,1,1,1,1,2,"공정화 과정에 대해 공정성을 기하기 위해 많은 노력하였다. 짧은 기간동안 토론과 전문가의 의견을 잘들을수 있어 숙의 과정에 도움이 되었다. 다만, 분임토의 과정에서 소수의 의견을 충분히 발표할수  있게 토론 방식이 좀더 개선되어야 하겠다.",0.87
2106016,466,2,,3.0,1,2,2,2,2,2,2,2,2,1,2,3,1,1,1,3,5,4,4,5,5,5,3,5,4,5,3,3,3,1,2,4,4,1,3,3,2,3,3,6,2,5,2,,2.0,1,1,2,2,2,2,1,4,4,5,5,4,4,5,5,5,4,5,4,5,5,4,3,3,4,3,3,2,2,1,3.0,비상시 전력수급에 대한 대처 방안이 명확해야 하고 LNG등 안정적 수급방법등을 명확히 제시해야한다,2,3.0,"사고발생시 일반시민의 안전대책 대피방법, 장소등에 대한 대책을 수립하고 국민에게 알려 안전하게 대피할수 있는 방안을 마련하고 알려야 한다. 기장 시민입니다. 핵사고시 대피방법 고지 받은적 없습니다",3,1,2,1,4,1,3,3,7,2,3,2,3,2,2,2,4,4,2,2,2,3,3,2,3,3,2,2,3,1,2,2,2,2,2,1,1,2,1,2,1,2,비전문가인 일반인들의 생각을  알수있는 좋은 기회. 전문가들의 강의 토론등으로 지식습득의 기회 다양. 양측의 의견을 공정하게 들을수 있는 기회였지만 너무 팽팽한 의견으로 어떤 자료들은 혼란을  가중시키는 부분들이 있었음. 진짜 토론이 있었으면 합니다. 전문가도 분임에 포함해서 궁금증도 더 해결하고.,0.74
2106017,338,1,2.0,,2,1,1,1,1,1,1,3,2,1,2,2,1,1,4,1,2,4,4,4,2,3,2,3,4,2,2,6,3,1,2,1,2,3,3,3,3,7,2,6,5,5,1,4.0,,1,1,2,2,2,2,2,3,3,3,2,3,3,3,2,1,4,2,4,1,2,2,2,2,2,1,3,1,2,1,3.0,전력수급에 차질이 없도록..,1,4.0,원전의 안전기준 더 강화,3,4,2,1,2,3,3,3,2,5,6,2,2,2,2,2,3,3,2,1,2,3,1,4,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,1,2,"다양한 지역, 연령대들이 모여서 민주적으로 자유롭게 토론하는 분위기가 좋았습니다",0.74
2106027,89,1,1.0,,1,1,1,1,1,1,1,3,3,2,2,2,2,1,1,1,2,6,4,3,2,6,4,3,3,3,1,6,3,5,5,5,1,2,3,1,2,7,3,6,5,5,2,,3.0,1,1,1,1,2,2,2,3,3,4,3,4,3,2,2,4,4,5,2,4,5,3,4,3,2,2,2,2,2,1,3.0,,1,4.0,,3,5,5,2,1,3,3,2,4,3,3,5,5,2,2,3,3,3,2,2,2,4,4,4,3,2,2,2,4,2,2,2,1,1,2,1,2,2,3,2,2,2,전문가 분들의 토론,0.74
2107004,229,1,1.0,,1,1,7,7,1,6,1,1,1,3,2,4,3,2,3,4,2,6,1,7,1,6,4,7,4,7,1,7,3,1,2,1,4,3,3,3,3,6,1,2,2,5,1,4.0,,1,1,1,1,1,2,1,2,5,6,1,4,1,5,1,1,6,1,6,1,6,2,6,2,6,1,7,1,1,4,3.0,주민의 신속한 보상,4,1.0,"주민의 신속한 이동, 보상",3,1,2,1,4,1,3,3,1,2,1,1,1,1,1,1,4,4,1,1,1,5,4,4,3,5,2,2,3,2,1,1,1,1,1,2,1,2,1,1,1,2,전국민의 대표가 500명이 모여서 토론을 하고 진정성있는 사회명명가가 진솔한 이야기를 들려주었다(471명),1.0
2107047,102,1,1.0,,1,1,4,3,2,6,1,1,1,1,1,2,1,1,2,2,1,5,1,7,1,5,1,6,5,1,1,4,3,1,2,2,4,1,3,3,3,5,4,2,4,2,1,4.0,,1,1,5,3,2,5,1,6,6,5,4,7,6,2,5,1,5,2,5,2,5,2,5,5,2,1,5,1,1,1,4.0,신고리 5.6호기 지역주민들의 보상 및 지원대책,4,2.0,신재생에너지를 위한 법적제도를 정비해서 신재생에너지가 발전할수 있도록 해야 한다,3,1,2,1,4,3,3,3,5,3,1,1,1,2,2,3,4,3,1,1,2,5,6,5,3,4,2,2,6,3,1,2,2,1,1,1,3,3,1,2,1,1,선정기준도 괜찮았는데 아쉬운것은 원전주변시민이 많이 반영했으면 어떠했을까합니다,1.1
2108004,203,2,,1.0,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,6,1,6,1,6,2,9,7,7,1,9,1,3,1,2,2,2,1,4,3,1,1,5,4,2,2,2,,4.0,2,1,1,1,1,1,1,6,1,2,1,6,6,1,9,6,1,6,4,3,2,6,4,6,1,6,1,2,3,2,1.0,신재생에너지를 좀더 활성토록  지속적인 노력을 바람.,3,1.0,사용후 핵연료 해결 방안이 시급하다.,3,1,2,2,2,1,4,3,5,3,1,4,3,3,4,2,5,5,2,1,2,4,4,4,3,3,2,1,5,2,4,1,2,1,1,1,2,2,1,6,4,2,많은 사람들의 의견이 모아졌기 때문에 잘 될 거라 생각하기 때문,0.92
2108008,180,1,3.0,,1,1,2,3,2,4,1,1,2,1,2,2,1,1,5,1,1,7,1,7,1,1,2,7,6,6,1,7,3,5,5,5,4,1,3,3,1,3,1,6,2,3,3,,,1,1,2,5,3,3,1,3,4,5,1,4,3,2,9,5,4,3,7,1,7,2,6,3,3,1,7,1,1,1,2.0,원전산업 종사자와 그와 관련된 중소기업들의 방안을 모색해야한다,1,2.0,사용후 핵연료 해결방안을 모색하기 바랍니다,3,1,2,2,4,1,3,2,7,7,7,3,3,2,2,2,4,3,1,1,1,1,1,2,2,1,1,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,처음부터 끝까지 매우  민주화적으로 했다고 봅니다 서로를 존중하면서 상대의 의견을 서로 들어주고 동의하며 이해의 폭이 매우 넓어졌다고 생각합니다  이러한 분위기가 저희나라에 전반적으로 퍼져나가면 좋겠다고 생각합니다,0.71
2108031,395,1,2.0,,1,1,4,4,3,4,1,1,1,2,3,1,1,1,3,1,2,5,3,5,1,4,2,5,3,3,3,1,3,4,2,1,4,3,3,3,3,5,2,2,5,5,1,2.0,,1,2,4,5,2,5,1,3,4,3,3,3,3,4,2,2,6,3,5,1,6,1,5,2,5,1,6,1,2,4,1.0,중단할경우 부족한 전력 수급을 위한 대책이 필요하다,3,1.0,사용후 핵폐기물(고준위) 처리가 시급. 더 이상의 원전이 필요하지 않다,3,1,2,1,4,3,3,3,5,2,4,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,4,3,4,3,2,3,3,3,4,2,2,2,1,3,1,3,토론과정의 시간이 너무 짧았다. 양측 전문가들의 정확한 팩트를 얻기 힘든 경우가 있었다. 시일이(시간) 조금더 걸리더라도 충분한 토론(끝장토론도 좋다)이 이뤄졌으면 한다. 사후약방문이 아닌 미리 예측하여 공론화를 실시했으면 한다. 앞으로도 시민의 참여가 더 확대되길 바란다,0.83
2108032,283,3,,,2,1,1,1,1,1,1,2,3,3,2,3,2,2,3,1,4,4,4,3,2,4,4,2,4,2,2,2,3,1,2,2,4,1,3,3,2,5,3,6,6,2,2,,4.0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,3,1,4,1,2,2,1,2.0,,1,4.0,재개할 경우 태양광발전을 빠른 시일내에 일반인들한테 저렴한 공급으로 했으면 합니다,3,1,2,2,4,1,3,3,4,4,3,3,3,3,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,,0.83
2108033,36,2,,1.0,2,4,1,1,1,1,1,2,2,3,2,1,3,2,1,1,7,1,6,1,2,1,7,1,6,1,7,1,3,9,4,1,5,9,3,3,2,4,3,4,2,2,2,,1.0,2,2,2,3,1,1,2,4,2,1,7,4,6,2,7,6,3,5,2,1,2,4,1,6,1,6,1,2,2,4,3.0,,1,3.0,,3,1,2,2,9,1,4,3,5,3,4,4,3,3,4,4,4,5,3,3,3,4,2,2,3,4,2,3,2,3,4,2,2,2,2,2,3,2,3,5,2,2,원전과 전기 에너지에 대한 공부를 많이 하고자 합니다,0.92
2108037,233,3,,,2,1,2,2,2,3,1,1,1,1,1,5,1,1,4,1,7,4,5,4,3,5,3,3,7,2,3,2,3,1,3,5,4,1,3,3,2,3,1,3,6,5,2,,4.0,2,2,1,1,1,1,2,3,1,1,5,3,2,6,1,7,1,4,3,7,2,5,1,7,1,7,1,2,3,3,2.0,,1,4.0,,3,1,2,2,4,3,3,3,4,4,2,2,2,1,3,2,3,3,1,1,1,3,3,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,4,1,1,전문가분들의 설명을 듣고 많이 배우고 내 생각을 정하는데 도움이 됐다,0.83
2109015,476,2,,2.0,3,2,1,1,2,1,2,2,2,1,3,2,3,2,4,1,6,1,7,1,7,2,6,1,6,2,7,1,3,1,3,2,4,1,3,3,3,7,4,8,3,1,2,,2.0,2,2,1,1,2,1,2,2,1,2,5,3,4,4,2,5,1,6,1,6,1,6,1,6,1,6,2,2,2,2,3.0,"태양광,풍력 등 신재생에너지 확대",1,3.0,건설재개와 더불어 신재생에너지도 점차 발전해야 함,3,1,2,2,4,1,3,3,3,5,3,4,4,3,3,2,3,2,2,2,3,2,2,3,2,3,3,4,3,2,2,2,2,3,2,2,2,4,3,2,2,2,연수원 주변 환경과 건물시설이 께끗하고 좋았으며 모든 STAFF들도 열심히 노력했다고 본다 시민참여단 모든  분들을 섬기는 자세가 좋았다 제공되는 식사도 훌륭하였다고 본다,1.03
2109029,355,2,,1.0,2,1,1,2,9,3,1,1,2,1,3,2,1,1,2,2,6,2,6,2,7,4,7,2,5,2,6,2,3,1,2,1,2,1,4,3,2,5,4,8,6,3,2,,4.0,2,2,2,2,1,4,1,4,1,3,7,6,4,7,2,6,4,5,2,7,2,6,2,6,2,7,2,2,2,2,3.0,"사회적 합의, 해당 사업의 지원방안",2,3.0,현행 제정된 법령외 다양한 지원 방안 강구,3,1,2,4,4,1,4,3,7,3,2,2,3,2,2,2,5,5,4,1,5,4,5,5,2,3,2,2,6,4,2,2,1,1,1,1,2,6,3,4,2,3,"토론에 참석한 패널들의 명쾌한 답변을 듣지 못했고 원론적인, 반대를 위한 제대로 검증, 확인되지 않은 답변에 매우 실망스러웠다",1.03
2109066,318,2,,1.0,3,2,1,1,2,1,3,3,2,4,2,3,2,3,5,1,7,2,6,2,6,2,7,2,6,1,7,1,2,1,2,2,4,1,3,3,3,5,3,1,3,2,2,,3.0,2,1,1,1,2,2,1,5,1,2,5,3,3,6,2,6,2,5,2,6,2,5,2,6,2,7,1,2,3,3,2.0,APR1400 기술을 발전시켜 수출할 기회를 놓쳐서는 안된다,1,4.0,모델 케이스를(APR1400)건설해서 필요로하는 국가에 보여줘야 한다,3,1,2,2,4,3,3,3,3,2,2,2,3,2,2,3,4,4,4,2,3,2,3,3,2,2,3,3,2,3,4,3,3,2,2,2,2,5,2,6,2,2,,1.03
